0 0.1 1 2.1 0 0.1  0.9 0 1 0.984095 1 0 0
0 0.1 1 2.15 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.2 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.25 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.3 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.35 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.4 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.45 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.5 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.55 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.6 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.65 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.7 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.75 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.8 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.85 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.9 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 2.95 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.05 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.1 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.15 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.2 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.25 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.3 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.35 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.4 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.45 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.5 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.55 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.6 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.65 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.7 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.75 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.8 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.85 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.9 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 3.95 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 4 0 0.1  0.9 0 1 0.983888 1 0 0
0 0.1 1 0.1 1 0.1  1 0 0.961538 0.99497 1.01923 0 0
0 0.1 1 0.1 1 0.15  1 0 0.769231 0.918925 1.01923 0 0
0 0.1 1 0.1 1 0.2  1 0 0.346154 0.790197 1.03846 0 0
0 0.1 1 0.1 1 0.25  1 0 0.0769231 0.72537 1.07692 0 0
0 0.1 1 0.1 1 0.3  1 0 0.0192308 0.669544 1.05769 0 0
0 0.1 1 0.1 1 0.35  1 0 0 0.618983 1.05769 0 0
0 0.1 1 0.15 1 0.1  1 0 0.961538 0.99497 1.01923 0 0
0 0.1 1 0.15 1 0.15  1 0 0.769231 0.918925 1.01923 0 0
0 0.1 1 0.15 1 0.2  1 0 0.346154 0.790197 1.03846 0 0
0 0.1 1 0.15 1 0.25  1 0 0.0769231 0.72537 1.07692 0 0
0 0.1 1 0.15 1 0.3  1 0 0.0192308 0.669544 1.05769 0 0
0 0.1 1 0.15 1 0.35  1 0 0 0.618983 1.05769 0 0
0 0.1 1 0.2 1 0.1  1 0 0.961538 0.99497 1.01923 0 0
0 0.1 1 0.2 1 0.15  1 0 0.769231 0.918925 1.01923 0 0
0 0.1 1 0.2 1 0.2  1 0 0.346154 0.790197 1.03846 0 0
0 0.1 1 0.2 1 0.25  1 0 0.0769231 0.72537 1.07692 0 0
0 0.1 1 0.2 1 0.3  1 0 0.0192308 0.669544 1.05769 0 0
0 0.1 1 0.2 1 0.35  1 0 0 0.618983 1.05769 0 0
0 0.1 1 0.25 1 0.1  1 0 0.961538 0.99497 1.01923 0 0
0 0.1 1 0.25 1 0.15  1 0 0.769231 0.918925 1.01923 0 0
0 0.1 1 0.25 1 0.2  1 0 0.346154 0.790197 1.03846 0 0
0 0.1 1 0.25 1 0.25  1 0 0.0769231 0.725247 1.05769 0 0
0 0.1 1 0.25 1 0.3  1 0 0.0192308 0.669053 1.05769 0 0
0 0.1 1 0.25 1 0.35  1 0 0 0.618799 1.05769 0 0
0 0.1 1 0.3 1 0.1  1 0 0.961538 0.99497 1.01923 0 0
0 0.1 1 0.3 1 0.15  1 0 0.769231 0.918925 1.01923 0 0
0 0.1 1 0.3 1 0.2  1 0 0.346154 0.790197 1.01923 0 0
0 0.1 1 0.3 1 0.25  1 0 0.0769231 0.725124 1.05769 0 0
0 0.1 1 0.3 1 0.3  1 0 0.0192308 0.668868 1.05769 0 0
0 0.1 1 0.3 1 0.35  1 0 0 0.618553 1.05769 0 0
0 0.1 1 0.35 1 0.1  1 0 0.961538 0.99497 1.01923 0 0
0 0.1 1 0.35 1 0.15  1 0 0.769231 0.918371 1 0 0
0 0.1 1 0.35 1 0.2  1 0 0.346154 0.790786 1.01923 0 0
0 0.1 1 0.35 1 0.25  1 0 0.0769231 0.725124 1.05769 0 0
0 0.1 1 0.35 1 0.3  1 0 0.0192308 0.6685 1.05769 0 0
0 0.1 1 0.35 1 0.35  1 0 0 0.618098 1.05769 0 0
0 0.1 1 0.4 1 0.1  1 0 0.961538 0.994739 1 0 0
0 0.1 1 0.4 1 0.15  1 0 0.769231 0.918899 1 0 0
0 0.1 1 0.4 1 0.2  1 0 0.346154 0.790786 1.01923 0 0
0 0.1 1 0.4 1 0.25  1 0 0.0769231 0.725124 1.05769 0 0
0 0.1 1 0.4 1 0.3  1 0 0.0192308 0.668448 1.05769 0 0
0 0.1 1 0.4 1 0.35  1 0 0 0.617923 1.05769 0 0
0 0.1 1 0.45 1 0.1  1 0 0.961538 0.994714 1 0 0
0 0.1 1 0.45 1 0.15  1 0 0.769231 0.918899 1 0 0
0 0.1 1 0.45 1 0.2  1 0 0.346154 0.790786 1.01923 0 0
0 0.1 1 0.45 1 0.25  1 0 0.0769231 0.725073 1.05769 0 0
0 0.1 1 0.45 1 0.3  1 0 0.0192308 0.667967 1.05769 0 0
0 0.1 1 0.45 1 0.35  1 0 0 0.617309 1.05769 0 0
0 0.1 1 0.5 1 0.1  1 0 0.961538 0.994714 1 0 0
0 0.1 1 0.5 1 0.15  1 0 0.769231 0.918899 1 0 0
0 0.1 1 0.5 1 0.2  1 0 0.346154 0.790735 1.01923 0 0
0 0.1 1 0.5 1 0.25  1 0 0.0769231 0.724899 1.05769 0 0
0 0.1 1 0.5 1 0.3  1 0 0.0192308 0.667353 1.05769 0 0
0 0.1 1 0.5 1 0.35  1 0 0 0.61651 1.05769 0 0
0 0.1 1 0.55 1 0.1  1 0 0.961538 0.994611 1 0 0
0 0.1 1 0.55 1 0.15  1 0 0.769231 0.918797 1 0 0
0 0.1 1 0.55 1 0.2  1 0 0.346154 0.790684 1.01923 0 0
0 0.1 1 0.55 1 0.25  1 0 0.0769231 0.724838 1.05769 0 0
0 0.1 1 0.55 1 0.3  1 0 0.0192308 0.66659 1.05769 0 0
0 0.1 1 0.55 1 0.35  1 0 0 0.615747 1.05769 0 0
0 0.1 1 0.6 1 0.1  1 0 0.961538 0.994611 1 0 0
0 0.1 1 0.6 1 0.15  1 0 0.769231 0.918797 1 0 0
0 0.1 1 0.6 1 0.2  1 0 0.346154 0.790491 1.01923 0 0
0 0.1 1 0.6 1 0.25  1 0 0.0769231 0.720897 1.05769 0 0
0 0.1 1 0.6 1 0.3  1 0 0.0192308 0.661797 1.05769 0 0
0 0.1 1 0.6 1 0.35  1 0 0 0.610095 1.05769 0 0
0 0.1 1 0.65 1 0.1  1 0 0.961538 0.994611 1 0 0
0 0.1 1 0.65 1 0.15  1 0 0.769231 0.918603 1 0 0
0 0.1 1 0.65 1 0.2  1 0 0.346154 0.78748 1.01923 0 0
0 0.1 1 0.65 1 0.25  1 0 0.0769231 0.716166 1.05769 0 0
0 0.1 1 0.65 1 0.3  1 0 0.0192308 0.657988 1.05769 0 0
0 0.1 1 0.65 1 0.35  1 0 0 0.60819 1.03846 0 0
0 0.1 1 0.7 1 0.1  1 0 0.961538 0.994418 1 0 0
0 0.1 1 0.7 1 0.15  1 0 0.769231 0.914364 1 0 0
0 0.1 1 0.7 1 0.2  1 0 0.346154 0.783302 1.01923 0 0
0 0.1 1 0.7 1 0.25  1 0 0.0769231 0.711593 1.05769 0 0
0 0.1 1 0.7 1 0.3  1 0 0.0192308 0.655408 1.03846 0 0
0 0.1 1 0.7 1 0.35  1 0 0 0.606296 1.03846 0 0
0 0.1 1 0.75 1 0.1  1 0 0.961538 0.991408 1 0 0
0 0.1 1 0.75 1 0.15  1 0 0.769231 0.911415 1 0 0
0 0.1 1 0.75 1 0.2  1 0 0.346154 0.780143 1.01923 0 0
0 0.1 1 0.75 1 0.25  1 0 0.0769231 0.710549 1.03846 0 0
0 0.1 1 0.75 1 0.3  1 0 0.0192308 0.654251 1.03846 0 0
0 0.1 1 0.75 1 0.35  1 0 0 0.605041 1.03846 0 0
0 0.1 1 0.8 1 0.1  1 0 0.961538 0.988458 1 0 0
0 0.1 1 0.8 1 0.15  1 0 0.769231 0.908256 1 0 0
0 0.1 1 0.8 1 0.2  1 0 0.346154 0.77788 1.01923 0 0
0 0.1 1 0.8 1 0.25  1 0 0.0769231 0.708998 1.03846 0 0
0 0.1 1 0.8 1 0.3  1 0 0.0192308 0.652505 1.03846 0 0
0 0.1 1 0.8 1 0.35  1 0 0 0.60326 1.03846 0 0
0 0.1 1 0.85 1 0.1  1 0 0.961538 0.982745 1 0 0
0 0.1 1 0.85 1 0.15  1 0 0.769231 0.905675 1 0 0
0 0.1 1 0.85 1 0.2  1 0 0.346154 0.776037 1.01923 0 0
0 0.1 1 0.85 1 0.25  1 0 0.0769231 0.707154 1.03846 0 0
0 0.1 1 0.85 1 0.3  1 0 0.0192308 0.650477 1.03846 0 0
0 0.1 1 0.85 1 0.35  1 0 0 0.60161 1.03846 0 0
0 0.1 1 0.9 1 0.1  1 0 0.961538 0.981859 1 0 0
0 0.1 1 0.9 1 0.15  1 0 0.769231 0.904703 1 0 0
0 0.1 1 0.9 1 0.2  1 0 0.346154 0.774782 1.01923 0 0
0 0.1 1 0.9 1 0.25  1 0 0.0769231 0.705373 1.03846 0 0
0 0.1 1 0.9 1 0.3  1 0 0.0192308 0.649073 1.03846 0 0
0 0.1 1 0.9 1 0.35  1 0 0 0.60161 1.03846 0 0
0 0.1 1 0.95 1 0.1  1 0 0.961538 0.980517 1 0 0
0 0.1 1 0.95 1 0.15  1 0 0.769231 0.902895 1 0 0
0 0.1 1 0.95 1 0.2  1 0 0.346154 0.772632 1.01923 0 0
0 0.1 1 0.95 1 0.25  1 0 0.0769231 0.703723 1.03846 0 0
0 0.1 1 0.95 1 0.3  1 0 0.0192308 0.649073 1.03846 0 0
0 0.1 1 0.95 1 0.35  1 0 0 0.60161 1.03846 0 0
0 0.1 1 1 1 0.1  1 0 0.961538 0.978403 1 0 0
0 0.1 1 1 1 0.15  1 0 0.769231 0.900991 1 0 0
0 0.1 1 1 1 0.2  1 0 0.346154 0.771351 1.01923 0 0
0 0.1 1 1 1 0.25  1 0 0.0769231 0.703723 1.03846 0 0
0 0.1 1 1 1 0.3  1 0 0.0192308 0.649073 1.03846 0 0
0 0.1 1 1 1 0.35  1 0 0 0.60161 1.03846 0 0
0 0.1 1 1.05 1 0.1  1 0 0.961538 0.976437 1 0 0
0 0.1 1 1.05 1 0.15  1 0 0.769231 0.899463 1 0 0
0 0.1 1 1.05 1 0.2  1 0 0.346154 0.771351 1.01923 0 0
0 0.1 1 1.05 1 0.25  1 0 0.0769231 0.703723 1.03846 0 0
0 0.1 1 1.05 1 0.3  1 0 0.0192308 0.649073 1.03846 0 0
0 0.1 1 1.05 1 0.35  1 0 0 0.601584 1.03846 0 0
0 0.1 1 1.1 1 0.1  1 0 0.961538 0.975278 1 0 0
0 0.1 1 1.1 1 0.15  1 0 0.769231 0.899463 1 0 0
0 0.1 1 1.1 1 0.2  1 0 0.346154 0.771351 1.01923 0 0
0 0.1 1 1.1 1 0.25  1 0 0.0769231 0.703723 1.03846 0 0
0 0.1 1 1.1 1 0.3  1 0 0.0192308 0.649047 1.03846 0 0
0 0.1 1 1.1 1 0.35  1 0 0 0.601481 1.03846 0 0
0 0.1 1 1.15 1 0.1  1 0 0.961538 0.975278 1 0 0
0 0.1 1 1.15 1 0.15  1 0 0.769231 0.899463 1 0 0
0 0.1 1 1.15 1 0.2  1 0 0.346154 0.771351 1.01923 0 0
0 0.1 1 1.15 1 0.25  1 0 0.0769231 0.703697 1.03846 0 0
0 0.1 1 1.15 1 0.3  1 0 0.0192308 0.648945 1.03846 0 0
0 0.1 1 1.15 1 0.35  1 0 0 0.601481 1.03846 0 0
0 0.1 1 1.2 1 0.1  1 0 0.961538 0.975278 1 0 0
0 0.1 1 1.2 1 0.15  1 0 0.769231 0.899463 1 0 0
0 0.1 1 1.2 1 0.2  1 0 0.346154 0.771325 1.01923 0 0
0 0.1 1 1.2 1 0.25  1 0 0.0769231 0.70362 1.03846 0 0
0 0.1 1 1.2 1 0.3  1 0 0.0192308 0.648945 1.03846 0 0
0 0.1 1 1.2 1 0.35  1 0 0 0.601481 1.03846 0 0
0 0.1 1 1.25 1 0.1  1 0 0.961538 0.975278 1 0 0
0 0.1 1 1.25 1 0.15  1 0 0.769231 0.899463 1 0 0
0 0.1 1 1.25 1 0.2  1 0 0.346154 0.771299 1.01923 0 0
0 0.1 1 1.25 1 0.25  1 0 0.0769231 0.703594 1.03846 0 0
0 0.1 1 1.25 1 0.3  1 0 0.0192308 0.648945 1.03846 0 0
0 0.1 1 1.25 1 0.35  1 0 0 0.601481 1.03846 0 0
0 0.1 1 1.3 1 0.1  1 0 0.961538 0.978865 1 0 0
0 0.1 1 1.3 1 0.15  1 0 0.769231 0.902999 1 0 0
0 0.1 1 1.3 1 0.2  1 0 0.346154 0.77444 1.01923 0 0
0 0.1 1 1.3 1 0.25  1 0 0.0769231 0.706382 1.03846 0 0
0 0.1 1 1.3 1 0.3  1 0 0.0192308 0.651241 1.03846 0 0
0 0.1 1 1.3 1 0.35  1 0 0 0.603409 1.03846 0 0
0 0.1 1 1.35 1 0.1  1 0 0.961538 0.978813 1 0 0
0 0.1 1 1.35 1 0.15  1 0 0.769231 0.902922 1 0 0
0 0.1 1 1.35 1 0.2  1 0 0.346154 0.77444 1.01923 0 0
0 0.1 1 1.35 1 0.25  1 0 0.0769231 0.706382 1.03846 0 0
0 0.1 1 1.35 1 0.3  1 0 0.0192308 0.651241 1.03846 0 0
0 0.1 1 1.35 1 0.35  1 0 0 0.603409 1.03846 0 0
0 0.1 1 1.4 1 0.1  1 0 0.961538 0.978736 1 0 0
0 0.1 1 1.4 1 0.15  1 0 0.769231 0.902922 1 0 0
0 0.1 1 1.4 1 0.2  1 0 0.346154 0.77444 1.01923 0 0
0 0.1 1 1.4 1 0.25  1 0 0.0769231 0.706382 1.03846 0 0
0 0.1 1 1.4 1 0.3  1 0 0.0192308 0.651241 1.03846 0 0
0 0.1 1 1.4 1 0.35  1 0 0 0.603409 1.03846 0 0
0 0.1 1 1.45 1 0.1  1 0 0.961538 0.978736 1 0 0
0 0.1 1 1.45 1 0.15  1 0 0.769231 0.902922 1 0 0
0 0.1 1 1.45 1 0.2  1 0 0.346154 0.77444 1.01923 0 0
0 0.1 1 1.45 1 0.25  1 0 0.0769231 0.706382 1.03846 0 0
0 0.1 1 1.45 1 0.3  1 0 0.0192308 0.651241 1.03846 0 0
0 0.1 1 1.45 1 0.35  1 0 0 0.604055 1.03846 0 0
0 0.1 1 1.5 1 0.1  1 0 0.961538 0.978736 1 0 0
0 0.1 1 1.5 1 0.15  1 0 0.769231 0.902922 1 0 0
0 0.1 1 1.5 1 0.2  1 0 0.346154 0.77444 1.01923 0 0
0 0.1 1 1.5 1 0.25  1 0 0.0769231 0.706382 1.03846 0 0
0 0.1 1 1.5 1 0.3  1 0 0.0192308 0.651886 1.03846 0 0
0 0.1 1 1.5 1 0.35  1 0 0 0.604055 1.03846 0 0
0 0.1 1 1.55 1 0.1  1 0 0.961538 0.978736 1 0 0
0 0.1 1 1.55 1 0.15  1 0 0.769231 0.902492 1 0 0
0 0.1 1 1.55 1 0.2  1 0 0.346154 0.77401 1.01923 0 0
0 0.1 1 1.55 1 0.25  1 0 0.0769231 0.706536 1.03846 0 0
0 0.1 1 1.55 1 0.3  1 0 0.0192308 0.651518 1.03846 0 0
0 0.1 1 1.55 1 0.35  1 0 0 0.60387 1.03846 0 0
0 0.1 1 1.6 1 0.1  1 0 0.961538 0.977815 1 0 0
0 0.1 1 1.6 1 0.15  1 0 0.769231 0.901263 1 0 0
0 0.1 1 1.6 1 0.2  1 0 0.346154 0.772966 1.01923 0 0
0 0.1 1 1.6 1 0.25  1 0 0.0769231 0.705738 1.03846 0 0
0 0.1 1 1.6 1 0.3  1 0 0.0192308 0.650965 1.03846 0 0
0 0.1 1 1.6 1 0.35  1 0 0 0.603194 1.03846 0 0
0 0.1 1 1.65 1 0.1  1 0 0.961538 0.977815 1 0 0
0 0.1 1 1.65 1 0.15  1 0 0.769231 0.901263 1 0 0
0 0.1 1 1.65 1 0.2  1 0 0.346154 0.772966 1.01923 0 0
0 0.1 1 1.65 1 0.25  1 0 0.0769231 0.705738 1.03846 0 0
0 0.1 1 1.65 1 0.3  1 0 0.0192308 0.650965 1.03846 0 0
0 0.1 1 1.65 1 0.35  1 0 0 0.603194 1.03846 0 0
0 0.1 1 1.7 1 0.1  1 0 0.961538 0.977446 1 0 0
0 0.1 1 1.7 1 0.15  1 0 0.769231 0.901263 1 0 0
0 0.1 1 1.7 1 0.2  1 0 0.346154 0.772966 1.01923 0 0
0 0.1 1 1.7 1 0.25  1 0 0.0769231 0.705738 1.03846 0 0
0 0.1 1 1.7 1 0.3  1 0 0.0192308 0.650965 1.03846 0 0
0 0.1 1 1.7 1 0.35  1 0 0 0.602826 1.03846 0 0
0 0.1 1 1.75 1 0.1  1 0 0.961538 0.977078 1 0 0
0 0.1 1 1.75 1 0.15  1 0 0.769231 0.901079 1 0 0
0 0.1 1 1.75 1 0.2  1 0 0.346154 0.77272 1.01923 0 0
0 0.1 1 1.75 1 0.25  1 0 0.0769231 0.705615 1.03846 0 0
0 0.1 1 1.75 1 0.3  1 0 0.0192308 0.650289 1.03846 0 0
0 0.1 1 1.75 1 0.35  1 0 0 0.602273 1.03846 0 0
0 0.1 1 1.8 1 0.1  1 0 0.961538 0.976893 1 0 0
0 0.1 1 1.8 1 0.15  1 0 0.769231 0.900833 1 0 0
0 0.1 1 1.8 1 0.2  1 0 0.346154 0.772597 1.01923 0 0
0 0.1 1 1.8 1 0.25  1 0 0.0769231 0.704939 1.03846 0 0
0 0.1 1 1.8 1 0.3  1 0 0.0192308 0.649736 1.03846 0 0
0 0.1 1 1.8 1 0.35  1 0 0 0.602127 1.03846 0 0
0 0.1 1 1.85 1 0.1  1 0 0.961538 0.976647 1 0 0
0 0.1 1 1.85 1 0.15  1 0 0.769231 0.90071 1 0 0
0 0.1 1 1.85 1 0.2  1 0 0.346154 0.771921 1.01923 0 0
0 0.1 1 1.85 1 0.25  1 0 0.0769231 0.704386 1.03846 0 0
0 0.1 1 1.85 1 0.3  1 0 0.0192308 0.64959 1.03846 0 0
0 0.1 1 1.85 1 0.35  1 0 0 0.602127 1.03846 0 0
0 0.1 1 1.9 1 0.1  1 0 0.961538 0.976525 1 0 0
0 0.1 1 1.9 1 0.15  1 0 0.769231 0.900034 1 0 0
0 0.1 1 1.9 1 0.2  1 0 0.346154 0.771368 1.01923 0 0
0 0.1 1 1.9 1 0.25  1 0 0.0769231 0.70424 1.03846 0 0
0 0.1 1 1.9 1 0.3  1 0 0.0192308 0.64959 1.03846 0 0
0 0.1 1 1.9 1 0.35  1 0 0 0.602127 1.03846 0 0
0 0.1 1 1.95 1 0.1  1 0 0.961538 0.975849 1 0 0
0 0.1 1 1.95 1 0.15  1 0 0.769231 0.899481 1 0 0
0 0.1 1 1.95 1 0.2  1 0 0.346154 0.771222 1.01923 0 0
0 0.1 1 1.95 1 0.25  1 0 0.0769231 0.70424 1.03846 0 0
0 0.1 1 1.95 1 0.3  1 0 0.0192308 0.64959 1.03846 0 0
0 0.1 1 1.95 1 0.35  1 0 0 0.602127 1.03846 0 0
0 0.1 1 2 1 0.1  1 0 0.961538 0.975296 1 0 0
0 0.1 1 2 1 0.15  1 0 0.769231 0.899335 1 0 0
0 0.1 1 2 1 0.2  1 0 0.346154 0.771222 1 0 0
0 0.1 1 2 1 0.25  1 0 0.0769231 0.70424 1.01923 0 0
0 0.1 1 2 1 0.3  1 0 0.0192308 0.64959 1.01923 0 0
0 0.1 1 2 1 0.35  1 0 0 0.602127 1.01923 0 0
0 0.1 1 2.05 1 0.1  1 0 0.961538 0.97515 1 0 0
0 0.1 1 2.05 1 0.15  1 0 0.769231 0.899335 1 0 0
0 0.1 1 2.05 1 0.2  1 0 0.346154 0.771222 1 0 0
0 0.1 1 2.05 1 0.25  1 0 0.0769231 0.705708 1.01923 0 0
0 0.1 1 2.05 1 0.3  1 0 0.0192308 0.651058 1.01923 0 0
0 0.1 1 2.05 1 0.35  1 0 0 0.603595 1.01923 0 0
0 0.1 1 2.1 1 0.1  1 0 0.961538 0.97515 1 0 0
0 0.1 1 2.1 1 0.15  1 0 0.769231 0.899335 1 0 0
0 0.1 1 2.1 1 0.2  1 0 0.346154 0.771222 1 0 0
0 0.1 1 2.1 1 0.25  1 0 0.0769231 0.705708 1.01923 0 0
0 0.1 1 2.1 1 0.3  1 0 0.0192308 0.651058 1.01923 0 0
0 0.1 1 2.1 1 0.35  1 0 0 0.603595 1.01923 0 0
0 0.1 1 2.15 1 0.1  1 0 0.961538 0.97515 1 0 0
0 0.1 1 2.15 1 0.15  1 0 0.769231 0.899335 1 0 0
0 0.1 1 2.15 1 0.2  1 0 0.346154 0.771222 1 0 0
0 0.1 1 2.15 1 0.25  1 0 0.0769231 0.705708 1.01923 0 0
0 0.1 1 2.15 1 0.3  1 0 0.0192308 0.651058 1.01923 0 0
0 0.1 1 2.15 1 0.35  1 0 0 0.603595 1.01923 0 0
0 0.1 1 2.2 1 0.1  1 0 0.961538 0.97515 1 0 0
0 0.1 1 2.2 1 0.15  1 0 0.769231 0.899335 1 0 0
0 0.1 1 2.2 1 0.2  1 0 0.346154 0.771222 1 0 0
0 0.1 1 2.2 1 0.25  1 0 0.0769231 0.705708 1.01923 0 0
0 0.1 1 2.2 1 0.3  1 0 0.0192308 0.651058 1.01923 0 0
0 0.1 1 2.2 1 0.35  1 0 0 0.603595 1.01923 0 0
0 0.1 1 2.25 1 0.1  1 0 0.961538 0.97515 1 0 0
0 0.1 1 2.25 1 0.15  1 0 0.769231 0.899335 1 0 0
0 0.1 1 2.25 1 0.2  1 0 0.346154 0.771222 1 0 0
0 0.1 1 2.25 1 0.25  1 0 0.0769231 0.705708 1.01923 0 0
0 0.1 1 2.25 1 0.3  1 0 0.0192308 0.651058 1.01923 0 0
0 0.1 1 2.25 1 0.35  1 0 0 0.603595 1.01923 0 0
0 0.1 1 2.3 1 0.1  1 0 0.961538 0.97515 1 0 0
0 0.1 1 2.3 1 0.15  1 0 0.769231 0.899335 1 0 0
